epoch,accuracy
311,0.5554
312,0.5554
313,0.5554
314,0.5554
315,0.5554
316,0.5554
317,0.5554
318,0.5364
319,0.5554
320,0.5554
321,0.5554
322,0.5554
323,0.5554
324,0.5554
325,0.5554
326,0.5554
327,0.5364
328,0.5554
329,0.5554
330,0.5554
331,0.5554
332,0.5554
333,0.5554
334,0.5554
335,0.5554
336,0.5554
337,0.5554
338,0.5554
339,0.5554
340,0.5554
341,0.5554
342,0.5554
343,0.5554
344,0.5554
345,0.5554
346,0.5554
347,0.5554
348,0.5362
349,0.5554
350,0.5554
351,0.5554
352,0.5554
353,0.5554
354,0.5554
355,0.5554
356,0.5554
357,0.5554
358,0.5554
359,0.5554
360,0.5554
361,0.5554
362,0.5554
363,0.5554
364,0.5362
365,0.5554
366,0.5554
367,0.5554
368,0.5554
369,0.5554
370,0.5554
371,0.5554
372,0.5554
373,0.5554
374,0.5554
375,0.5554
376,0.5554
377,0.5362
378,0.5554
379,0.5554
380,0.5554
381,0.5554
382,0.5554
383,0.5554
384,0.5554
385,0.5554
386,0.5554
387,0.5364
388,0.5554
389,0.5554
390,0.5554
391,0.5554
392,0.5554
393,0.5554
394,0.5554
395,0.5554
396,0.5554
397,0.5554
398,0.5554
399,0.5554
400,0.5554
401,0.5554
402,0.5554
403,0.5554
404,0.5554
405,0.5554
406,0.5554
407,0.5364
408,0.5554
409,0.5364
410,0.5364
411,0.5554
412,0.5554
413,0.5554
414,0.5554
415,0.5554
416,0.5554
417,0.5554
418,0.5554
419,0.5554
420,0.5554
421,0.5554
422,0.5554
423,0.5554
424,0.5554
425,0.5554
426,0.5554
427,0.5554
428,0.5554
429,0.5554
430,0.5364
431,0.5554
432,0.5554
433,0.5554
434,0.5554
435,0.5554
436,0.5554
437,0.5554
438,0.5362
439,0.5554
440,0.5554
441,0.5554
442,0.5554
443,0.5554
444,0.5554
445,0.5554
446,0.5554
447,0.5364
448,0.5554
449,0.5554
450,0.5554
451,0.5554
452,0.5364
453,0.5554
454,0.5364
455,0.5554
456,0.5554
457,0.5362
458,0.5554
459,0.5554
460,0.5554
461,0.5554
462,0.5554
463,0.5554
464,0.5554
465,0.5554
466,0.5554
467,0.5364
468,0.5554
469,0.5554
470,0.5554
471,0.5554
472,0.5554
473,0.5554
474,0.5554
475,0.5364
476,0.5554
477,0.5554
478,0.5554
479,0.5554
480,0.5554
481,0.5554
482,0.5554
483,0.5554
484,0.5554
485,0.5554
486,0.5554
487,0.5554
488,0.5554
489,0.5554
490,0.5554
491,0.5554
492,0.5554
493,0.5554
494,0.5554
495,0.5554
496,0.5554
497,0.5554
498,0.5554
499,0.5554
500,0.5554
